SurveyQuestionResultKey,SurveyStepResultKey,SurveyResultKey,ParticipantIdentifier,ResultIdentifier,Answers,StartDate,EndDate
c12e0862-be40-ed11-aac0-0afb9334277d,a62e0862-be40-ed11-aac0-0afb9334277d,862e0862-be40-ed11-aac0-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,task_custom_gonogo,"{""reactionTime"":{""0"":576,""1"":444,""2"":475,""4"":356,""5"":437,""7"":401,""9"":365,""10"":449,""11"":445,""12"":477,""13"":442,""14"":475,""15"":439,""16"":505,""17"":570,""18"":602,""19"":550,""20"":581,""21"":547,""22"":596,""23"":478,""24"":477,""25"":442,""26"":424,""27"":439,""28"":421,""31"":515,""32"":465,""33"":529,""35"":361,""36"":509,""37"":574,""38"":539,""39"":571,""40"":520,""41"":552,""43"":432,""45"":247,""46"":495,""48"":442,""49"":524},""correctness"":{""0"":0,""1"":0,""2"":0,""4"":0,""5"":0,""7"":0,""9"":0,""10"":0,""11"":0,""12"":0,""13"":0,""14"":0,""15"":0,""16"":0,""17"":0,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""24"":0,""25"":0,""26"":0,""27"":0,""28"":1,""31"":0,""32"":0,""33"":0,""35"":0,""36"":0,""37"":0,""38"":0,""39"":0,""40"":0,""41"":0,""43"":0,""45"":0,""46"":0,""48"":0,""49"":0},""incorrectNoGo"":1,""correctGo"":40,""correctNoGo"":9,""incorrectGo"":0,""sequence"":[""G"",""G"",""G"",""N"",""G"",""G"",""N"",""G"",""N"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""N"",""N"",""N"",""G"",""G"",""G"",""N"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""N"",""G"",""N"",""G"",""G"",""N"",""G"",""G""],""stimDuration"":450,""iti"":250,""aRT"":482}",,
be2e0862-be40-ed11-aac0-0afb9334277d,a42e0862-be40-ed11-aac0-0afb9334277d,862e0862-be40-ed11-aac0-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,task_custom_gonogo_intro2,"{""bid"":0}",,
b92e0862-be40-ed11-aac0-0afb9334277d,a02e0862-be40-ed11-aac0-0afb9334277d,862e0862-be40-ed11-aac0-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,task_custom_gonogo_intro1,{},,
782a037a-be40-ed11-aac0-0afb9334277d,662a037a-be40-ed11-aac0-0afb9334277d,592a037a-be40-ed11-aac0-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,task_custom_gonogo,"{""reactionTime"":{""0"":576,""1"":444,""2"":475,""4"":356,""5"":437,""7"":401,""9"":365,""10"":449,""11"":445,""12"":477,""13"":442,""14"":475,""15"":439,""16"":505,""17"":570,""18"":602,""19"":550,""20"":581,""21"":547,""22"":596,""23"":478,""24"":477,""25"":442,""26"":424,""27"":439,""28"":421,""31"":515,""32"":465,""33"":529,""35"":361,""36"":509,""37"":574,""38"":539,""39"":571,""40"":520,""41"":552,""43"":432,""45"":247,""46"":495,""48"":442,""49"":524},""correctness"":{""0"":0,""1"":0,""2"":0,""4"":0,""5"":0,""7"":0,""9"":0,""10"":0,""11"":0,""12"":0,""13"":0,""14"":0,""15"":0,""16"":0,""17"":0,""18"":0,""19"":0,""20"":0,""21"":0,""22"":0,""23"":0,""24"":0,""25"":0,""26"":0,""27"":0,""28"":1,""31"":0,""32"":0,""33"":0,""35"":0,""36"":0,""37"":0,""38"":0,""39"":0,""40"":0,""41"":0,""43"":0,""45"":0,""46"":0,""48"":0,""49"":0},""incorrectNoGo"":1,""correctGo"":40,""correctNoGo"":9,""incorrectGo"":0,""sequence"":[""G"",""G"",""G"",""N"",""G"",""G"",""N"",""G"",""N"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""N"",""N"",""N"",""G"",""G"",""G"",""N"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""N"",""G"",""N"",""G"",""G"",""N"",""G"",""G""],""stimDuration"":450,""iti"":250,""aRT"":482}",,
712a037a-be40-ed11-aac0-0afb9334277d,642a037a-be40-ed11-aac0-0afb9334277d,592a037a-be40-ed11-aac0-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,task_custom_gonogo_intro1,{},,
742a037a-be40-ed11-aac0-0afb9334277d,652a037a-be40-ed11-aac0-0afb9334277d,592a037a-be40-ed11-aac0-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,task_custom_gonogo_intro2,"{""bid"":0}",,
2c500484-ca40-ed11-aac0-0afb9334277d,1f500484-ca40-ed11-aac0-0afb9334277d,17500484-ca40-ed11-aac0-0afb9334277d,2baee05a-5e5a-4436-8c25-2628d46d1e08,task_custom_gonogo_intro1,{},,
2f500484-ca40-ed11-aac0-0afb9334277d,20500484-ca40-ed11-aac0-0afb9334277d,17500484-ca40-ed11-aac0-0afb9334277d,2baee05a-5e5a-4436-8c25-2628d46d1e08,task_custom_gonogo_intro2,"{""bid"":0}",,
32500484-ca40-ed11-aac0-0afb9334277d,21500484-ca40-ed11-aac0-0afb9334277d,17500484-ca40-ed11-aac0-0afb9334277d,2baee05a-5e5a-4436-8c25-2628d46d1e08,task_custom_gonogo,"{""reactionTime"":{""0"":464,""1"":366,""2"":216,""3"":149,""4"":114,""5"":99,""6"":19,""7"":204,""8"":136,""9"":137,""10"":440,""11"":291,""12"":191,""13"":0,""14"":0,""15"":0,""16"":0,""17"":0,""19"":0,""20"":0,""21"":0,""22"":0,""24"":0,""25"":0,""26"":0,""27"":0,""29"":0,""31"":0,""32"":0,""33"":0,""34"":0,""36"":0,""37"":0,""38"":0,""39"":0,""40"":0,""42"":0,""43"":0,""44"":0,""45"":0,""49"":0},""correctness"":{""0"":0,""1"":0,""2"":0,""3"":0,""4"":0,""5"":0,""6"":0,""7"":0,""8"":0,""9"":0,""10"":0,""11"":1,""12"":0,""13"":-1,""14"":-1,""15"":-1,""16"":-1,""17"":-1,""19"":-1,""20"":-1,""21"":-1,""22"":-1,""24"":-1,""25"":-1,""26"":-1,""27"":-1,""29"":-1,""31"":-1,""32"":-1,""33"":-1,""34"":-1,""36"":-1,""37"":-1,""38"":-1,""39"":-1,""40"":-1,""42"":-1,""43"":-1,""44"":-1,""45"":-1,""49"":-1},""incorrectNoGo"":1,""correctGo"":12,""correctNoGo"":9,""incorrectGo"":28,""sequence"":[""G"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""G"",""N"",""G"",""G"",""G"",""G"",""G"",""G"",""N"",""G"",""G"",""G"",""G"",""N"",""G"",""G"",""G"",""G"",""N"",""G"",""N"",""G"",""G"",""G"",""G"",""N"",""G"",""G"",""G"",""G"",""G"",""N"",""G"",""G"",""G"",""G"",""N"",""N"",""N"",""G""],""stimDuration"":450,""iti"":250,""aRT"":211}",,
177748de-d040-ed11-aac0-0afb9334277d,f27648de-d040-ed11-aac0-0afb9334277d,e97648de-d040-ed11-aac0-0afb9334277d,39d785c6-9e3d-44c2-88ec-2ce14ef923f9,task_custom_gonogo_intro1,{},,
