SurveyQuestionResultKey,SurveyStepResultKey,SurveyResultKey,ParticipantIdentifier,ResultIdentifier,Answers,StartDate,EndDate
62bbf225-c252-ed11-aac1-0afb9334277d,ddbaf225-c252-ed11-aac1-0afb9334277d,c8baf225-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_bart_info1,"{""totalEarnings"":0}",2022-10-23T07:01:31-04:00,2022-10-23T07:01:31-04:00
78bbf225-c252-ed11-aac1-0afb9334277d,f0baf225-c252-ed11-aac1-0afb9334277d,c8baf225-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_bart_info2,"{""totalEarnings"":0}",2022-10-23T07:01:32-04:00,2022-10-23T07:01:32-04:00
86bbf225-c252-ed11-aac1-0afb9334277d,f2baf225-c252-ed11-aac1-0afb9334277d,c8baf225-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_bart_info3,"{""totalEarnings"":0}",2022-10-23T07:01:33-04:00,2022-10-23T07:01:33-04:00
8bbbf225-c252-ed11-aac1-0afb9334277d,f9baf225-c252-ed11-aac1-0afb9334277d,c8baf225-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_bart1,"{""timingInMs"":[772,178,184,191,178,198,184,199,181,449],""thisRoundEarnings"":50,""numberOfPumps"":10,""totalEarnings"":50,""balloonPopsAt"":17}",2022-10-23T07:01:36-04:00,2022-10-23T07:01:36-04:00
a5bbf225-c252-ed11-aac1-0afb9334277d,00bbf225-c252-ed11-aac1-0afb9334277d,c8baf225-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_bart2,"{""timingInMs"":[600,175,173,199,200,200,181,214,200,439,299],""thisRoundEarnings"":55,""numberOfPumps"":11,""totalEarnings"":105,""balloonPopsAt"":12}",2022-10-23T07:01:41-04:00,2022-10-23T07:01:41-04:00
c4bbf225-c252-ed11-aac1-0afb9334277d,05bbf225-c252-ed11-aac1-0afb9334277d,c8baf225-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_bart3,"{""timingInMs"":[816,223,185,218,215,167,303,179,489,334],""thisRoundEarnings"":50,""numberOfPumps"":10,""totalEarnings"":155,""balloonPopsAt"":14}",2022-10-23T07:01:45-04:00,2022-10-23T07:01:45-04:00
d2bbf225-c252-ed11-aac1-0afb9334277d,14bbf225-c252-ed11-aac1-0afb9334277d,c8baf225-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_bart4,"{""timingInMs"":[567,205,187,201,180,207,218,181,533,302],""thisRoundEarnings"":50,""numberOfPumps"":10,""totalEarnings"":205,""balloonPopsAt"":23}",2022-10-23T07:01:48-04:00,2022-10-23T07:01:48-04:00
edbbf225-c252-ed11-aac1-0afb9334277d,1abbf225-c252-ed11-aac1-0afb9334277d,c8baf225-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_bart5,"{""timingInMs"":[476,228,185,185,185,202,200,180,189,475],""thisRoundEarnings"":50,""numberOfPumps"":10,""totalEarnings"":255,""balloonPopsAt"":13}",2022-10-23T07:01:52-04:00,2022-10-23T07:01:52-04:00
f7bbf225-c252-ed11-aac1-0afb9334277d,22bbf225-c252-ed11-aac1-0afb9334277d,c8baf225-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_bart6,"{""timingInMs"":[578,193,238,202,200,214,204,211,539,281],""thisRoundEarnings"":50,""numberOfPumps"":10,""totalEarnings"":305,""balloonPopsAt"":21}",2022-10-23T07:01:55-04:00,2022-10-23T07:01:55-04:00
01bcf225-c252-ed11-aac1-0afb9334277d,2bbbf225-c252-ed11-aac1-0afb9334277d,c8baf225-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_bart7,"{""timingInMs"":[574,196,203,231,205,177,217,202,465,284],""thisRoundEarnings"":50,""numberOfPumps"":10,""totalEarnings"":355,""balloonPopsAt"":19}",2022-10-23T07:01:59-04:00,2022-10-23T07:01:59-04:00
0ebcf225-c252-ed11-aac1-0afb9334277d,32bbf225-c252-ed11-aac1-0afb9334277d,c8baf225-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_bart8,"{""timingInMs"":[900,210,200,217,212,202,367,420,385,396],""thisRoundEarnings"":50,""numberOfPumps"":10,""totalEarnings"":405,""balloonPopsAt"":15}",2022-10-23T07:02:04-04:00,2022-10-23T07:02:04-04:00
15bcf225-c252-ed11-aac1-0afb9334277d,39bbf225-c252-ed11-aac1-0afb9334277d,c8baf225-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_bart9,"{""timingInMs"":[745,192,239,199,176,188,204,182,188,595],""thisRoundEarnings"":50,""numberOfPumps"":10,""totalEarnings"":455,""balloonPopsAt"":22}",2022-10-23T07:02:07-04:00,2022-10-23T07:02:07-04:00
29bcf225-c252-ed11-aac1-0afb9334277d,3cbbf225-c252-ed11-aac1-0afb9334277d,c8baf225-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_bart10,"{""timingInMs"":[618,198,271,201,216,195,219,217,448,352],""thisRoundEarnings"":50,""numberOfPumps"":10,""totalEarnings"":505,""balloonPopsAt"":12}",2022-10-23T07:02:11-04:00,2022-10-23T07:02:11-04:00
49bcf225-c252-ed11-aac1-0afb9334277d,3dbbf225-c252-ed11-aac1-0afb9334277d,c8baf225-c252-ed11-aac1-0afb9334277d,596d1036-bafa-47c3-9886-a588a37789bb,task_custom_bart_summary,"{""totalEarnings"":99}",2022-10-23T07:02:13-04:00,2022-10-23T07:02:13-04:00
