AppleLocationVisitKey,ParticipantIdentifier,ArrivalTime,DepartureTime,Latitude,Longitude,HorizontalAccuracy,InsertedDate
ab94757b-b040-ed11-aac0-0afb9334277d,6aef7713-ae07-41bf-a330-b2a94708f8eb,2022-09-29T16:25:53-04:00,2022-09-30T07:04:35-04:00,43.937770859607021,-78.827615945962506,11.632067880716511,2022-09-30T11:10:28Z
cc707f02-c140-ed11-aac0-0afb9334277d,151eec8c-0ba1-48ba-afc8-f2874dad3a2b,2022-09-30T08:58:39-04:00,2022-09-30T09:08:19-04:00,43.862040910416681,-79.730487036340577,59.643295983641082,2022-09-30T13:08:46Z
50422513-c840-ed11-aac0-0afb9334277d,151eec8c-0ba1-48ba-afc8-f2874dad3a2b,2022-09-30T09:58:35-04:00,,43.78826738469283,-79.188927694068269,5.8988815204647862,2022-09-30T13:59:19Z
fc76d60a-d840-ed11-aac0-0afb9334277d,151eec8c-0ba1-48ba-afc8-f2874dad3a2b,2022-09-30T11:49:06-04:00,,43.78414594145621,-79.186370989188291,50,2022-09-30T15:53:39Z
9801cb86-ef40-ed11-aac0-0afb9334277d,6d9ce034-4fcd-407e-9e35-9dd9caafe1fe,2022-09-30T12:27:28-04:00,2022-09-30T14:39:41-04:00,43.784725857844641,-79.186826172701103,82.069529255777397,2022-09-30T18:41:48Z
982f73da-ef40-ed11-aac0-0afb9334277d,6d9ce034-4fcd-407e-9e35-9dd9caafe1fe,2022-09-30T14:39:42-04:00,,43.786993244596481,-79.189587275187222,36.000326512789478,2022-09-30T18:44:09Z
a53860f1-f140-ed11-aac0-0afb9334277d,151eec8c-0ba1-48ba-afc8-f2874dad3a2b,2022-09-30T14:54:25-04:00,,43.864486767988559,-79.711899548451015,137.85066585886401,2022-09-30T18:59:09Z
be81b963-f340-ed11-aac0-0afb9334277d,d973b82f-367b-4871-94a9-181421f870e8,2022-09-30T15:04:52-04:00,,43.748716047357007,-79.381866821686501,4148.5991352877072,2022-09-30T19:09:24Z
229e93b1-f340-ed11-aac0-0afb9334277d,d973b82f-367b-4871-94a9-181421f870e8,2022-09-30T15:04:52-04:00,2022-09-30T15:09:14-04:00,43.747527966657444,-79.382601935059427,4148.5991352877072,2022-09-30T19:11:37Z
38cca2d5-f840-ed11-aac0-0afb9334277d,151eec8c-0ba1-48ba-afc8-f2874dad3a2b,2022-09-30T15:36:46-04:00,2022-09-30T15:46:27-04:00,43.860858192543219,-79.713165033137173,93.85848355653971,2022-09-30T19:48:28Z
d607b513-fb40-ed11-aac0-0afb9334277d,151eec8c-0ba1-48ba-afc8-f2874dad3a2b,2022-09-30T15:48:11-04:00,2022-09-30T16:02:52-04:00,43.871876110985987,-79.726613788406681,57.786335633055586,2022-09-30T20:04:24Z
d64e6600-0341-ed11-aac0-0afb9334277d,6aef7713-ae07-41bf-a330-b2a94708f8eb,2022-09-30T16:53:16-04:00,,43.919170230310513,-78.850816921428844,78.356363884032518,2022-09-30T21:01:13Z
78bd15b8-2d41-ed11-aac0-0afb9334277d,0501ba67-3406-4779-aff1-878a0e9f7885,2022-09-30T20:26:37-04:00,2022-09-30T22:02:25-04:00,43.790004747317163,-79.193488286939456,85.556820383033667,2022-10-01T02:06:59Z
3353ca41-2e41-ed11-aac0-0afb9334277d,0501ba67-3406-4779-aff1-878a0e9f7885,2022-09-30T22:05:39-04:00,,43.784293946470399,-79.184801001956032,62,2022-10-01T02:10:48Z
c1962d13-2f41-ed11-aac0-0afb9334277d,6d9ce034-4fcd-407e-9e35-9dd9caafe1fe,2022-09-30T22:12:15-04:00,,43.865932362274656,-79.027326159181754,5.6652520932715085,2022-10-01T02:16:37Z
c2962d13-2f41-ed11-aac0-0afb9334277d,6d9ce034-4fcd-407e-9e35-9dd9caafe1fe,2022-09-30T20:20:59-04:00,2022-09-30T21:04:28-04:00,43.882210550214936,-79.028979002898168,109.60030721474638,2022-10-01T02:16:37Z
c6962d13-2f41-ed11-aac0-0afb9334277d,6d9ce034-4fcd-407e-9e35-9dd9caafe1fe,2022-09-30T21:10:31-04:00,2022-09-30T21:36:25-04:00,43.854407259221908,-79.055484724319328,57.544566338649098,2022-10-01T02:16:37Z
d7962d13-2f41-ed11-aac0-0afb9334277d,6d9ce034-4fcd-407e-9e35-9dd9caafe1fe,2022-09-30T21:39:51-04:00,,43.857679785770429,-79.079969653432627,40,2022-10-01T02:16:37Z
d9962d13-2f41-ed11-aac0-0afb9334277d,6d9ce034-4fcd-407e-9e35-9dd9caafe1fe,2022-09-30T21:10:31-04:00,,43.854424223444063,-79.055433033906354,61.506139420732616,2022-10-01T02:16:37Z
5b86cf30-5241-ed11-aac0-0afb9334277d,0501ba67-3406-4779-aff1-878a0e9f7885,2022-09-30T22:05:39-04:00,2022-10-01T02:23:31-04:00,43.784525196416055,-79.186496213582288,62.798092804304389,2022-10-01T06:28:06Z
33cb8286-5341-ed11-aac0-0afb9334277d,0501ba67-3406-4779-aff1-878a0e9f7885,2022-10-01T02:24:40-04:00,2022-10-01T02:33:05-04:00,43.78334290959824,-79.180381735836576,110.67521025367247,2022-10-01T06:37:33Z
95f653b2-5541-ed11-aac0-0afb9334277d,0501ba67-3406-4779-aff1-878a0e9f7885,2022-10-01T02:48:50-04:00,,43.77713067777966,-79.173166034408823,4.9262184335289794,2022-10-01T06:53:13Z
f6f03c44-5741-ed11-aac0-0afb9334277d,0501ba67-3406-4779-aff1-878a0e9f7885,2022-10-01T02:48:50-04:00,2022-10-01T03:00:01-04:00,43.777222298820412,-79.172240839878029,107.71516749810459,2022-10-01T07:04:24Z
05a15db6-7241-ed11-aac0-0afb9334277d,6aef7713-ae07-41bf-a330-b2a94708f8eb,2022-10-01T06:15:32-04:00,,43.8955782020033,-78.876175120669174,21,2022-10-01T10:20:56Z
eed68d02-b340-ed11-aac0-0afb9334277d,6aef7713-ae07-41bf-a330-b2a94708f8eb,2022-09-30T07:21:44-04:00,,43.895484200241583,-78.876648328888606,35,2022-09-30T11:28:34Z
c82c0862-be40-ed11-aac0-0afb9334277d,151eec8c-0ba1-48ba-afc8-f2874dad3a2b,2022-09-29T20:51:16-04:00,2022-09-30T08:49:10-04:00,43.907191969023138,-79.820679515860775,21.877437412821745,2022-09-30T12:49:57Z
ab8e91f0-c040-ed11-aac0-0afb9334277d,151eec8c-0ba1-48ba-afc8-f2874dad3a2b,2022-09-30T08:58:39-04:00,,43.862069347141755,-79.730491133246986,56.780506877671122,2022-09-30T13:08:21Z
52f952fc-c840-ed11-aac0-0afb9334277d,151eec8c-0ba1-48ba-afc8-f2874dad3a2b,2022-09-30T09:58:35-04:00,2022-09-30T10:04:42-04:00,43.785905633162507,-79.18812258176429,4.6460296026415984,2022-09-30T14:05:56Z
99e4d673-c940-ed11-aac0-0afb9334277d,151eec8c-0ba1-48ba-afc8-f2874dad3a2b,2022-09-30T10:04:52-04:00,,43.78385683523048,-79.186113523959861,20.445051447417352,2022-09-30T14:09:18Z
9f84de54-d040-ed11-aac0-0afb9334277d,d973b82f-367b-4871-94a9-181421f870e8,2022-09-29T18:03:49-04:00,2022-09-30T10:53:42-04:00,43.7265333,-79.482213599999994,3864.0252757276485,2022-09-30T14:58:28Z
baec1f0e-d140-ed11-aac0-0afb9334277d,d973b82f-367b-4871-94a9-181421f870e8,2022-09-30T10:58:00-04:00,,43.7265333,-79.482213599999994,3864.0252757276485,2022-09-30T15:03:39Z
bf1a61bb-d140-ed11-aac0-0afb9334277d,d973b82f-367b-4871-94a9-181421f870e8,2022-09-30T10:58:00-04:00,2022-09-30T11:07:45-04:00,43.7265333,-79.482213599999994,3864.0252757276485,2022-09-30T15:08:28Z
